quantile,break_even_p,best_single_threshold,ratio_to_single
0.05,0.05200412342896311,0.06182472989195679,0.8411540741034226
0.25,0.1206928739631717,0.06182472989195679,1.952177941967418
0.5,0.20664998564870507,0.06182472989195679,3.3425133601042973
0.75,0.32014476031437544,0.06182472989195679,5.178263793046111
0.95,0.5797680815106299,0.06182472989195679,9.377607998026303
