budget_share,cause_aware,risk_only,uplift_pct
0.05,29.548694139513923,19.020879781790345,55.34872455164977
0.1,55.699150542533665,55.333523440886516,0.6607696002546293
0.2,104.73981914350657,93.51631516058329,12.001653362464747
0.35,152.0702832255998,117.56928187941415,29.345251408077733
0.5,182.51087918131773,147.98597439650865,23.32984928173274
0.75,204.3472753523156,177.58431661894986,15.070564362275384
1.0,217.5900498823771,196.70450106546534,10.617727964425594
1.5,217.4914589116668,196.70450106546534,10.567606604631452
